file,dir,height,width,channels
strangle0390.jpg,image_data/strangle,856,480,3
strangle0244.jpg,image_data/strangle,400,500,3
strangle0177.jpg,image_data/strangle,360,480,3
strangle0090.jpg,image_data/strangle,240,360,3
strangle0310.jpg,image_data/strangle,360,480,3
strangle0270.jpg,image_data/strangle,240,240,3
strangle0254.jpg,image_data/strangle,252,448,3
strangle0181.jpg,image_data/strangle,1024,683,3
strangle0330.jpg,image_data/strangle,562,1000,3
strangle0408.jpg,image_data/strangle,500,700,3
strangle0463.jpg,image_data/strangle,240,300,3
strangle0240.jpg,image_data/strangle,800,1200,3
strangle0461.jpg,image_data/strangle,240,360,3
strangle0400.jpg,image_data/strangle,368,672,3
strangle0043.jpg,image_data/strangle,180,240,3
strangle0155.jpg,image_data/strangle,240,160,3
strangle0256.jpg,image_data/strangle,468,634,3
strangle0024.jpg,image_data/strangle,240,280,3
strangle0494.jpg,image_data/strangle,180,320,3
strangle0495.jpg,image_data/strangle,682,910,3
strangle0025.jpg,image_data/strangle,240,360,3
strangle0276.jpg,image_data/strangle,240,272,3
strangle0109.png,image_data/strangle,431,581,3
strangle0234.jpg,image_data/strangle,800,1280,3
strangle0056.jpg,image_data/strangle,545,800,3
strangle0069.jpg,image_data/strangle,240,360,3
strangle0020.jpg,image_data/strangle,398,600,3
strangle0203.jpg,image_data/strangle,328,650,3
strangle0304.jpg,image_data/strangle,240,240,3
strangle0248.jpg,image_data/strangle,240,360,3
strangle0423.jpg,image_data/strangle,360,480,3
strangle0051.jpg,image_data/strangle,240,160,3
strangle0469.jpg,image_data/strangle,612,406,3
strangle0424.jpg,image_data/strangle,375,500,3
strangle0229.jpg,image_data/strangle,240,360,3
strangle0008.jpg,image_data/strangle,1426,1000,3
strangle0319.jpg,image_data/strangle,360,480,3
strangle0264.jpg,image_data/strangle,240,160,3
strangle0362.jpg,image_data/strangle,520,347,3
strangle0384.jpg,image_data/strangle,720,1280,3
strangle0017.jpg,image_data/strangle,385,690,3
strangle0219.jpg,image_data/strangle,462,844,3
strangle0294.jpg,image_data/strangle,263,268,3
strangle0394.jpg,image_data/strangle,240,293,3
strangle0218.jpg,image_data/strangle,231,470,3
strangle0157.jpg,image_data/strangle,500,375,3
strangle0128.jpg,image_data/strangle,240,160,3
strangle0450.jpg,image_data/strangle,602,500,3
strangle0278.jpg,image_data/strangle,240,360,3
strangle0253.jpg,image_data/strangle,1125,750,3
strangle0488.jpg,image_data/strangle,240,311,3
strangle0337.jpg,image_data/strangle,240,160,3
strangle0187.jpg,image_data/strangle,720,1280,3
strangle0091.jpg,image_data/strangle,612,406,3
strangle0363.jpg,image_data/strangle,240,360,3
strangle0087.jpg,image_data/strangle,360,480,3
strangle0474.jpg,image_data/strangle,338,600,3
strangle0299.jpg,image_data/strangle,240,360,3
strangle0169.jpg,image_data/strangle,240,360,3
strangle0108.jpg,image_data/strangle,400,620,3
strangle0088.jpg,image_data/strangle,388,634,3
strangle0475.png,image_data/strangle,622,1023,3
strangle0507.jpg,image_data/strangle,240,226,3
strangle0502.jpg,image_data/strangle,240,160,3
strangle0377.jpg,image_data/strangle,240,210,3
strangle0467.png,image_data/strangle,967,1909,3
strangle0016.jpg,image_data/strangle,360,640,3
strangle0445.jpg,image_data/strangle,422,759,3
strangle0409.jpg,image_data/strangle,240,427,3
strangle0048.jpg,image_data/strangle,766,831,3
strangle0013.jpg,image_data/strangle,252,448,3
strangle0393.jpg,image_data/strangle,710,628,3
strangle0163.jpg,image_data/strangle,240,360,3
strangle0096.jpg,image_data/strangle,240,360,3
strangle0375.jpg,image_data/strangle,640,480,3
strangle0050.jpg,image_data/strangle,240,240,3
strangle0180.jpg,image_data/strangle,720,1280,3
strangle0448.jpg,image_data/strangle,363,580,3
strangle0436.jpg,image_data/strangle,333,575,3
strangle0258.jpg,image_data/strangle,667,1000,3
strangle0144.jpg,image_data/strangle,300,300,3
strangle0290.jpg,image_data/strangle,131,118,3
strangle0092.jpg,image_data/strangle,720,1280,3
strangle0032.jpg,image_data/strangle,240,344,3
strangle0183.jpg,image_data/strangle,802,1068,3
strangle0320.jpg,image_data/strangle,240,308,3
strangle0124.jpg,image_data/strangle,469,634,3
strangle0210.jpg,image_data/strangle,300,531,3
strangle0404.jpg,image_data/strangle,901,1600,3
strangle0411.jpg,image_data/strangle,240,360,3
strangle0327.jpg,image_data/strangle,510,612,3
strangle0211.jpg,image_data/strangle,240,360,3
strangle0172.jpg,image_data/strangle,840,1495,3
strangle0472.jpg,image_data/strangle,240,427,3
strangle0148.jpg,image_data/strangle,818,634,3
strangle0190.jpg,image_data/strangle,240,360,3
strangle0195.jpg,image_data/strangle,252,448,3
strangle0034.jpg,image_data/strangle,240,360,3
strangle0510.jpg,image_data/strangle,720,1280,3
strangle0512.jpg,image_data/strangle,288,352,3
strangle0287.jpg,image_data/strangle,240,360,3
strangle0122.jpg,image_data/strangle,240,195,3
strangle0078.jpg,image_data/strangle,240,360,3
strangle0261.jpg,image_data/strangle,360,440,3
strangle0120.jpg,image_data/strangle,240,311,3
strangle0282.jpg,image_data/strangle,240,309,3
strangle0368.jpg,image_data/strangle,273,655,3
strangle0147.jpg,image_data/strangle,360,480,3
strangle0077.jpg,image_data/strangle,240,360,3
strangle0063.jpg,image_data/strangle,421,880,3
strangle0038.jpg,image_data/strangle,576,1024,3
strangle0449.jpg,image_data/strangle,240,360,3
strangle0272.jpg,image_data/strangle,240,173,3
strangle0308.jpg,image_data/strangle,399,599,3
strangle0012.jpg,image_data/strangle,183,275,3
strangle0166.jpg,image_data/strangle,240,160,3
strangle0145.jpg,image_data/strangle,240,287,3
strangle0335.jpg,image_data/strangle,360,480,3
strangle0250.jpg,image_data/strangle,183,275,3
strangle0326.jpg,image_data/strangle,240,163,3
strangle0347.jpg,image_data/strangle,480,636,3
strangle0184.jpg,image_data/strangle,683,1024,3
strangle0225.jpg,image_data/strangle,240,160,3
strangle0198.jpg,image_data/strangle,351,428,3
strangle0309.jpg,image_data/strangle,320,240,3
strangle0215.jpg,image_data/strangle,479,591,3
strangle0186.jpg,image_data/strangle,171,400,3
strangle0200.jpg,image_data/strangle,520,468,3
strangle0358.jpg,image_data/strangle,554,800,3
strangle0481.jpg,image_data/strangle,1080,1920,3
strangle0217.jpg,image_data/strangle,240,360,3
strangle0100.jpg,image_data/strangle,240,161,3
strangle0028.jpg,image_data/strangle,341,240,3
strangle0094.jpg,image_data/strangle,212,415,3
strangle0006.jpg,image_data/strangle,360,480,3
strangle0366.jpg,image_data/strangle,167,250,3
strangle0328.jpg,image_data/strangle,240,360,3
strangle0031.jpg,image_data/strangle,240,360,3
strangle0111.jpg,image_data/strangle,673,634,3
strangle0301.jpg,image_data/strangle,360,480,3
strangle0514.jpg,image_data/strangle,720,478,3
strangle0019.jpg,image_data/strangle,720,1280,3
strangle0086.jpg,image_data/strangle,360,480,3
strangle0431.jpg,image_data/strangle,348,531,3
strangle0382.jpg,image_data/strangle,240,360,3
strangle0435.jpg,image_data/strangle,288,352,3
strangle0151.jpg,image_data/strangle,501,697,3
strangle0503.jpg,image_data/strangle,360,480,3
strangle0331.jpg,image_data/strangle,1071,1600,3
002722.jpg,image_data/quarrel,240,425,3
000948.jpg,image_data/quarrel,240,360,3
001362.jpg,image_data/quarrel,240,360,3
002690.jpg,image_data/quarrel,240,360,3
001551.jpg,image_data/quarrel,240,360,3
001764.jpg,image_data/quarrel,240,361,3
002595.jpg,image_data/quarrel,240,360,3
000804.jpg,image_data/quarrel,240,360,3
000169.jpg,image_data/quarrel,240,360,3
001291.jpg,image_data/quarrel,240,359,3
000051.jpg,image_data/quarrel,240,360,3
000472.jpg,image_data/quarrel,240,360,3
001373.jpg,image_data/quarrel,240,360,3
000693.jpg,image_data/quarrel,240,361,3
004211.jpg,image_data/quarrel,240,360,3
002100.jpg,image_data/quarrel,240,360,3
003141.jpg,image_data/quarrel,240,360,3
003465.jpg,image_data/quarrel,240,360,3
002440.jpg,image_data/quarrel,240,269,3
002755.jpg,image_data/quarrel,240,360,3
000567.jpg,image_data/quarrel,240,360,3
003660.jpg,image_data/quarrel,240,321,3
003194.jpg,image_data/quarrel,240,360,3
001714.jpg,image_data/quarrel,240,360,3
000194.jpg,image_data/quarrel,240,360,3
001809.jpg,image_data/quarrel,240,360,3
002597.jpg,image_data/quarrel,240,359,3
001277.jpg,image_data/quarrel,240,361,3
001189.jpg,image_data/quarrel,240,360,3
004193.jpg,image_data/quarrel,240,323,3
003767.jpg,image_data/quarrel,240,360,3
003686.jpg,image_data/quarrel,240,346,3
000529.jpg,image_data/quarrel,240,360,3
001701.jpg,image_data/quarrel,240,360,3
000264.jpg,image_data/quarrel,240,360,3
001666.jpg,image_data/quarrel,240,330,3
001313.jpg,image_data/quarrel,240,360,3
001587.jpg,image_data/quarrel,240,360,3
000014.jpg,image_data/quarrel,240,360,3
004371.jpg,image_data/quarrel,240,360,3
002267.jpg,image_data/quarrel,240,360,3
000115.jpg,image_data/quarrel,240,360,3
001597.jpg,image_data/quarrel,240,300,3
001975.jpg,image_data/quarrel,240,360,3
003727.jpg,image_data/quarrel,240,360,3
002225.jpg,image_data/quarrel,240,240,3
000153.jpg,image_data/quarrel,240,360,3
001648.jpg,image_data/quarrel,240,360,3
000062.jpg,image_data/quarrel,240,360,3
000672.jpg,image_data/quarrel,240,360,3
000661.jpg,image_data/quarrel,240,360,3
000756.jpg,image_data/quarrel,240,360,3
002409.jpg,image_data/quarrel,240,359,3
000527.jpg,image_data/quarrel,240,360,3
000357.jpg,image_data/quarrel,240,360,3
003472.jpg,image_data/quarrel,240,360,3
001166.jpg,image_data/quarrel,240,360,3
000004.jpg,image_data/quarrel,240,360,3
000377.jpg,image_data/quarrel,240,337,3
002211.jpg,image_data/quarrel,240,361,3
001331.jpg,image_data/quarrel,240,160,3
000541.jpg,image_data/quarrel,240,160,3
001586.jpg,image_data/quarrel,240,361,3
000625.jpg,image_data/quarrel,240,360,3
003752.jpg,image_data/quarrel,240,360,3
002099.jpg,image_data/quarrel,240,360,3
001178.jpg,image_data/quarrel,240,359,3
002233.jpg,image_data/quarrel,240,160,3
001196.jpg,image_data/quarrel,240,240,3
000175.jpg,image_data/quarrel,240,360,3
001372.jpg,image_data/quarrel,240,360,3
001111.jpg,image_data/quarrel,240,360,3
002636.jpg,image_data/quarrel,240,160,3
002676.jpg,image_data/quarrel,240,360,3
000200.jpg,image_data/quarrel,240,360,3
000975.jpg,image_data/quarrel,240,360,3
000101.jpg,image_data/quarrel,240,360,3
001839.jpg,image_data/quarrel,240,360,3
000098.jpg,image_data/quarrel,240,290,3
002160.jpg,image_data/quarrel,240,348,3
002653.jpg,image_data/quarrel,240,360,3
000896.jpg,image_data/quarrel,240,360,3
002599.jpg,image_data/quarrel,240,211,3
003728.jpg,image_data/quarrel,240,160,3
000644.jpg,image_data/quarrel,240,327,3
001295.jpg,image_data/quarrel,240,160,3
001284.jpg,image_data/quarrel,240,360,3
003621.jpg,image_data/quarrel,240,240,3
003646.jpg,image_data/quarrel,240,360,3
001008.jpg,image_data/quarrel,240,361,3
001194.jpg,image_data/quarrel,240,360,3
001723.jpg,image_data/quarrel,240,360,3
003182.jpg,image_data/quarrel,240,360,3
001570.jpg,image_data/quarrel,240,160,3
001637.jpg,image_data/quarrel,240,360,3
001063.jpg,image_data/quarrel,240,363,3
001088.jpg,image_data/quarrel,240,360,3
000130.jpg,image_data/quarrel,240,360,3
003563.jpg,image_data/quarrel,240,360,3
002527.jpg,image_data/quarrel,240,360,3
000141.jpg,image_data/quarrel,240,360,3
001446.jpg,image_data/quarrel,240,299,3
004356.jpg,image_data/quarrel,240,360,3
000590.jpg,image_data/quarrel,240,360,3
000612.jpg,image_data/quarrel,240,360,3
002557.jpg,image_data/quarrel,240,359,3
001181.jpg,image_data/quarrel,240,316,3
000262.jpg,image_data/quarrel,240,360,3
003730.jpg,image_data/quarrel,240,170,3
000863.jpg,image_data/quarrel,240,360,3
000188.jpg,image_data/quarrel,240,360,3
001547.jpg,image_data/quarrel,240,360,3
001589.jpg,image_data/quarrel,240,360,3
000139.jpg,image_data/quarrel,240,341,3
002638.jpg,image_data/quarrel,240,360,3
002489.jpg,image_data/quarrel,240,276,3
000069.jpg,image_data/quarrel,240,332,3
001846.jpg,image_data/quarrel,240,240,3
000775.jpg,image_data/quarrel,240,360,3
003677.jpg,image_data/quarrel,240,160,3
001614.jpg,image_data/quarrel,240,160,3
002257.jpg,image_data/quarrel,240,360,3
002728.jpg,image_data/quarrel,240,360,3
001976.jpg,image_data/quarrel,240,360,3
000041.jpg,image_data/quarrel,240,325,3
002028.jpg,image_data/quarrel,240,179,3
003974.jpg,image_data/quarrel,240,360,3
000768.jpg,image_data/quarrel,240,160,3
001013.jpg,image_data/quarrel,240,360,3
000342.jpg,image_data/quarrel,240,363,3
003208.jpg,image_data/quarrel,240,360,3
001238.jpg,image_data/quarrel,240,336,3
003630.jpg,image_data/quarrel,240,360,3
003144.jpg,image_data/quarrel,240,360,3
001538.jpg,image_data/quarrel,240,360,3
003741.jpg,image_data/quarrel,240,360,3
000729.jpg,image_data/quarrel,240,199,3
001754.jpg,image_data/quarrel,240,360,3
003523.jpg,image_data/quarrel,240,360,3
000091.jpg,image_data/quarrel,240,360,3
001278.jpg,image_data/quarrel,240,332,3
001593.jpg,image_data/quarrel,240,360,3
003572.jpg,image_data/quarrel,240,160,3
000049.jpg,image_data/quarrel,240,360,3
001061.jpg,image_data/quarrel,240,360,3
001968.jpg,image_data/quarrel,240,320,3
002724.jpg,image_data/quarrel,240,360,3
001151.jpg,image_data/quarrel,240,360,3
000287.jpg,image_data/quarrel,240,348,3
000546.jpg,image_data/quarrel,240,360,3
001585.jpg,image_data/quarrel,240,345,3
002277.jpg,image_data/quarrel,240,360,3
000521.jpg,image_data/quarrel,240,360,3
001724.jpg,image_data/quarrel,240,360,3
000224.jpg,image_data/quarrel,240,355,3
003931.jpg,image_data/quarrel,240,268,3
002126.jpg,image_data/quarrel,240,360,3
003490.jpg,image_data/quarrel,240,360,3
000347.jpg,image_data/quarrel,240,360,3
000551.jpg,image_data/quarrel,240,327,3
002009.jpg,image_data/quarrel,240,360,3
002016.jpg,image_data/quarrel,240,240,3
001509.jpg,image_data/quarrel,240,360,3
004186.jpg,image_data/quarrel,240,321,3
000257.jpg,image_data/quarrel,240,373,3
003116.jpg,image_data/quarrel,240,360,3
000177.jpg,image_data/quarrel,240,360,3
001206.jpg,image_data/quarrel,240,360,3
001201.jpg,image_data/quarrel,240,360,3
002699.jpg,image_data/quarrel,240,330,3
001012.jpg,image_data/quarrel,240,360,3
000180.jpg,image_data/quarrel,240,360,3
000645.jpg,image_data/quarrel,240,360,3
001667.jpg,image_data/quarrel,240,360,3
004387.jpg,image_data/quarrel,240,360,3
000338.jpg,image_data/quarrel,240,360,3
002095.jpg,image_data/quarrel,240,347,3
000280.jpg,image_data/quarrel,240,333,3
002553.jpg,image_data/quarrel,240,360,3
000110.jpg,image_data/quarrel,240,480,3
002150.jpg,image_data/quarrel,240,360,3
004056.jpg,image_data/quarrel,240,269,3
000050.jpg,image_data/quarrel,240,360,3
002725.jpg,image_data/quarrel,240,360,3
002155.jpg,image_data/quarrel,240,339,3
001071.jpg,image_data/quarrel,240,360,3
000683.jpg,image_data/quarrel,240,360,3
002965.jpg,image_data/quarrel,240,359,3
000902.jpg,image_data/quarrel,240,240,3
000019.jpg,image_data/quarrel,240,360,3
002473.jpg,image_data/quarrel,240,360,3
000654.jpg,image_data/quarrel,240,360,3
000231.jpg,image_data/quarrel,240,360,3
001253.jpg,image_data/quarrel,240,360,3
001524.jpg,image_data/quarrel,240,282,3
001773.jpg,image_data/quarrel,240,360,3
000328.jpg,image_data/quarrel,240,360,3
001153.jpg,image_data/quarrel,240,360,3
004174.jpg,image_data/quarrel,240,361,3
001497.jpg,image_data/quarrel,240,360,3
000581.jpg,image_data/quarrel,240,360,3
003354.jpg,image_data/quarrel,240,360,3
000140.jpg,image_data/quarrel,240,360,3
003542.jpg,image_data/quarrel,240,356,3
002541.jpg,image_data/quarrel,240,160,3
001678.jpg,image_data/quarrel,240,160,3
000029.jpg,image_data/quarrel,240,295,3
000086.jpg,image_data/quarrel,240,304,3
003682.jpg,image_data/quarrel,240,336,3
002174.jpg,image_data/quarrel,240,336,3
000741.jpg,image_data/quarrel,240,360,3
002256.jpg,image_data/quarrel,240,338,3
000553.jpg,image_data/quarrel,240,360,3
000422.jpg,image_data/quarrel,240,360,3
000135.jpg,image_data/quarrel,240,360,3
002176.jpg,image_data/quarrel,240,361,3
003110.jpg,image_data/quarrel,240,580,3
000376.jpg,image_data/quarrel,240,360,3
000078.jpg,image_data/quarrel,240,360,3
000356.jpg,image_data/quarrel,240,548,3
003511.jpg,image_data/quarrel,240,160,3
000595.jpg,image_data/quarrel,240,359,3
000632.jpg,image_data/quarrel,240,360,3
001692.jpg,image_data/quarrel,240,369,3
002768.jpg,image_data/quarrel,240,360,3
002180.jpg,image_data/quarrel,240,360,3
002140.jpg,image_data/quarrel,240,360,3
003681.jpg,image_data/quarrel,240,342,3
000707.jpg,image_data/quarrel,240,363,3
004325.jpg,image_data/quarrel,240,360,3
000209.jpg,image_data/quarrel,240,345,3
001965.jpg,image_data/quarrel,240,360,3
003143.jpg,image_data/quarrel,240,211,3
000631.jpg,image_data/quarrel,240,360,3
